TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
1,1,20:30,11.77,-0.38,33.93,43.98,12.88,1.05,1.05,1.05,-0.25,1516.21
1,1,20:40,10.75,-3.54,33.69,44.09,12.88,1.02,1.02,1.02,-0.27,1434.8
1,1,20:50,11.22,-4.9,33.42,44.25,12.12,1.03,1.03,1.03,-0.25,1502.37
1,1,21:00,10.68,1.86,33.19,44.39,8.28,1.01,1.01,1.01,-0.19,1445.32
1,1,21:10,9.41,-4.79,32.89,44.44,10.71,1,1,1,-0.25,1226.43
1,1,21:20,11.45,0.32,32.36,44.5,-6.69,1.05,1.05,1.05,-0.28,1450.41
1,1,21:30,12.24,0.84,31.76,44.12,-5.22,1.07,1.07,1.07,-0.21,1544.78
1,1,21:40,12.45,-1.2,31.19,43.74,-5.2,1.07,1.07,1.07,-0.22,1546.57
1,1,21:50,12.77,-2.15,30.65,43.41,-5.19,1.08,1.08,1.08,-0.2,1549.5
1,1,22:00,12.89,-7.11,30.21,43.03,-5.19,1.08,1.08,1.08,-0.25,1549.71
1,1,22:10,13.49,-7.73,29.85,42.62,-5.19,1.1,1.1,1.1,-0.18,1549.84
1,1,22:20,13.64,-7.77,29.6,42.27,-5.19,1.1,1.1,1.1,-0.24,1549.39
1,1,22:30,12.73,-5.56,29.39,41.99,-9.36,1.08,1.08,1.08,-0.24,1549.29
1,1,22:40,10.99,-1.25,29.15,42.15,-15.86,1.03,1.03,1.03,-0.23,1528.07
1,1,22:50,10.14,-3.08,28.96,42.39,-15.86,1.01,1.01,1.01,-0.18,1421.04
1,1,23:00,10.17,-0.89,28.86,42.55,-15.86,1,1,1,-0.22,1430.89
1,1,23:10,9.95,0.49,28.71,42.53,-9.44,1.02,1.02,1.02,-0.29,1330.24
1,1,23:20,12.2,0.7,28.59,42.56,-8.17,1.08,1.08,1.08,-0.23,1550.74
1,1,23:30,12.66,1.09,28.54,42.23,-8.17,1.08,1.08,1.08,-0.21,1549.66
1,1,23:40,12.58,1.7,28.48,42.09,-8.17,1.08,1.08,1.08,-0.2,1549.64
1,1,23:50,9.95,-0.42,28.31,42.09,-8.17,1.01,1.01,1.01,-0.2,1361.95
1,2,00:00,10.64,-1.59,28.1,42.17,-9.66,1.01,1.01,1.01,-0.27,1468.21
1,2,00:10,7,0.84,27.87,42.05,-2.77,1,1,1,-0.16,718.12
1,2,00:20,5.87,-2.61,27.38,41.73,-9.17,0.99,0.99,0.99,-0.27,442.15
1,2,00:30,4,3.26,27.13,41.76,-8.2,0.99,0.99,0.99,-0.21,196.04
1,2,00:40,4.03,2.88,26.99,41.66,2.82,0.99,0.99,0.99,-0.23,234.35
1,2,00:50,3.46,1.32,26.8,41.36,38.08,0.99,0.99,0.99,-0.23,124.94
1,2,01:00,3.96,-0.03,26.52,40.87,22.25,0.99,0.99,0.99,-0.24,179.06
1,2,01:10,4.63,-2.5,26.25,39.97,38.62,0.99,0.99,0.99,-0.24,253.25
1,2,01:20,5.4,-0.77,26.01,39.09,46.95,0.99,0.99,0.99,-0.25,347
1,2,01:30,4.73,3.92,25.84,38.32,40.33,0.99,0.99,0.99,-0.22,249.3
1,2,01:40,4.43,0.28,25.49,37.69,47.41,0.99,0.99,0.99,-0.22,205.12
1,2,01:50,4.85,3.58,25.27,37.15,43.08,0.99,0.99,0.99,-0.24,254.04
1,2,02:00,5.14,-0.44,24.95,36.77,51.45,1,1,1,-0.21,323.51
1,2,02:10,3.7,0.27,24.87,36.4,41.87,0.99,0.99,0.99,-0.25,141.3
1,2,02:20,4.87,0.79,24.68,36.02,42.32,0.99,0.99,0.99,-0.24,264.43
1,2,02:30,5.66,3.18,24.5,35.54,42.99,0.99,0.99,0.99,-0.26,376.04
1,2,02:40,5.52,-1.1,24.29,35.45,39.69,0.99,0.99,0.99,-0.24,351.48
1,2,02:50,5.74,-0.05,24.15,35.12,39.86,0.99,0.99,0.99,-0.26,399.43
1,2,03:00,5.69,1.58,23.96,34.91,43.96,0.99,0.99,0.99,-0.25,406.87
1,2,03:10,5.62,1.72,23.75,34.89,47.59,0.99,0.99,0.99,-0.23,367.38
1,2,03:20,5.9,0.23,23.47,34.34,51.44,0.99,0.99,0.99,-0.28,376.7
1,2,03:30,5.86,4.56,23.18,34.27,60.38,0.99,0.99,0.99,-0.25,388.46
1,2,03:40,4.17,0.2,23.02,33.74,73.79,0.99,0.99,0.99,-0.24,221.39
1,2,03:50,8.79,-2.61,22.9,33.96,57.58,1,1,1,-0.33,1014.57
1,2,04:00,9.46,1.58,22.9,34.22,54.6,1,1,1,-0.22,1178.79
1,2,04:10,8.85,0.74,22.9,34.38,57.05,1,1,1,-0.26,1001.72
1,2,04:20,6.87,-0.66,22.79,34.54,58.68,1,1,1,-0.26,550.82
1,2,04:30,5.7,-4.38,22.57,34.18,60.2,0.99,0.99,0.99,-0.29,364.21
1,2,04:40,6.96,-0.73,22.36,34.15,53.52,1,1,1,-0.31,607.99
1,2,04:50,7.08,-2.9,22.24,34.46,53.05,1,1,1,-0.29,628.92
1,2,05:00,7.31,0.78,22.17,34.38,45.93,1,1,1,-0.28,690.13
1,2,05:10,8.62,-2.88,22.1,34.2,53.38,1,1,1,-0.32,984.27
1,2,05:20,9.29,-2.4,22.04,34,47.76,1,1,1,-0.25,1141.81
1,2,05:30,8.16,-1.19,21.95,34.09,45.93,1,1,1,-0.19,909.28
1,2,05:40,7.11,-2.4,21.83,34.16,45.93,1,1,1,-0.34,665.95
1,2,05:50,8.92,-0.09,21.8,34.25,49.28,1,1,1,-0.35,1101.66
1,2,06:00,9.43,-3.2,21.77,34.21,53.52,1,1,1,-0.31,1221.32
1,2,06:10,8.37,-3.61,21.65,34.15,53.52,1,1,1,-0.26,991.42
1,2,06:20,8.09,1.47,21.52,34.29,53.52,1,1,1,-0.21,890.14
1,2,06:30,7.13,-1.78,21.49,34.31,53.52,1,1,1,-0.26,669.19
1,2,06:40,6.55,-2.64,21.4,34.29,53.52,1,1,1,-0.25,544.97
1,2,06:50,6.53,-3.3,21.3,33.97,48.36,1,1,1,-0.27,528.78
1,2,07:00,6.41,-2.52,21.18,33.9,40.26,1,1,1,-0.24,510.23
1,2,07:10,6.87,3.32,21.14,33.7,38.37,1,1,1,-0.27,575.25
1,2,07:20,7.36,2.44,21.1,33.61,38.37,1,1,1,-0.26,668.75
1,2,07:30,6.99,-1.8,21.1,33.41,38.36,1,1,1,-0.27,599.83
1,2,07:40,7,2.16,21.12,33.4,38.34,1,1,1,-0.29,628.76
1,2,07:50,7.02,-0.96,21.2,33.32,45.79,1,1,1,-0.26,607.04
1,2,08:00,6.26,-4.24,21.2,33.04,45.93,1,1,1,-0.26,459.41
1,2,08:10,6.17,-0.52,21.2,33.02,45.93,1,1,1,-0.26,479.75
1,2,08:20,6.74,-2.08,21.2,32.91,43.31,1,1,1,-0.3,588.23
1,2,08:30,6.25,1.47,21.2,32.89,38.37,1,1,1,-0.26,508.4
1,2,08:40,5.67,0.66,21.27,32.5,42.65,0.99,0.99,0.99,-0.29,415.24
1,2,08:50,6.25,-1.86,21.38,32.77,45.93,1,1,1,-0.24,520.28
1,2,09:00,7.29,-0.91,21.58,32.91,45.93,1,1,1,-0.26,739.19
1,2,09:10,7.45,1.63,21.84,33.26,44.16,1,1,1,-0.25,780.93
1,2,09:20,6.02,0.02,22.19,33.48,47.31,1,1,1,-0.23,503.57
1,2,09:30,5.72,0.39,22.49,33.55,51.96,0.99,0.99,0.99,-0.26,413.41
1,2,09:40,6.92,1.34,22.84,33.8,53.52,1,1,1,-0.25,681.11
1,2,09:50,6.63,1.91,23.24,34.13,54.09,1,1,1,-0.25,585.26
1,2,10:00,6.58,0.93,23.7,34.45,65.81,1,1,1,-0.24,586.23
1,2,10:10,6.32,-0.97,24.16,34.81,58.67,1,1,1,-0.22,544.03
1,2,10:20,6.68,0.54,24.58,35.07,56.54,1,1,1,-0.29,593.99
1,2,10:30,6.34,0.16,24.93,35.35,61.4,1,1,1,-0.24,525.69
1,2,10:40,6.61,0.05,25.21,35.55,60.75,1,1,1,-0.26,591.37
1,2,10:50,5.84,-2.61,25.66,35.82,53.14,0.99,0.99,0.99,-0.26,444.78
1,2,11:00,5.69,0.65,26.16,36.12,36.34,0.99,0.99,0.99,-0.26,403.78
1,2,11:10,6.65,-1.11,26.53,36.41,42.34,1,1,1,-0.25,610.56
1,2,11:20,6.89,-0.46,26.86,36.7,42.26,1,1,1,-0.24,679.71
1,2,11:30,6.57,-1.69,27.04,36.83,46.13,1,1,1,-0.25,595.79
1,2,11:40,4.78,-2.81,27.28,37.04,33.08,0.99,0.99,0.99,-0.25,324.17
1,2,11:50,6.11,4.98,27.81,37.41,47.49,0.99,0.99,0.99,-0.28,521.14
1,2,12:00,6.99,2.71,28,37.8,60.02,1,1,1,-0.23,695.46
1,2,12:10,6.62,-1.53,28.1,37.88,44.28,1,1,1,-0.27,626.66
1,2,12:20,5.15,0.41,28.4,38.06,33.17,0.99,0.99,0.99,-0.23,336.53
1,2,12:30,5.96,4.46,28.67,38.34,57.65,1,1,1,-0.28,496.99
1,2,12:40,5.7,0.76,28.78,38.51,61.12,1,1,1,-0.25,454.79
1,2,12:50,5.12,0.17,28.98,38.58,45.71,0.99,0.99,0.99,-0.23,366.22
1,2,13:00,5.14,0.84,29.23,38.76,65.57,0.99,0.99,0.99,-0.26,356.94
1,2,13:10,5.09,-0.88,29.34,38.79,62.63,0.99,0.99,0.99,-0.26,359.28
1,2,13:20,4.25,1.15,29.52,38.74,67.36,0.99,0.99,0.99,-0.26,242.12
1,2,13:30,4.85,-1.95,29.71,38.82,65.78,0.99,0.99,0.99,-0.26,334.4
1,2,13:40,5.21,-1.22,29.84,39.03,54.63,0.99,0.99,0.99,-0.24,370
1,2,13:50,4.49,-0.63,29.98,39.04,45.09,0.99,0.99,0.99,-0.23,235.8
1,2,14:00,4.02,0.25,30.14,39.28,86.02,0.99,0.99,0.99,-0.26,199.23
1,2,14:10,6.15,-2.86,30.22,39.38,63.97,1,1,1,-0.28,530.77
1,2,14:20,3.6,0.22,30.32,39.41,65.05,0.99,0.99,0.99,-0.23,194.12
1,2,14:30,3.7,-2.81,30.5,39.46,73.78,0.99,0.99,0.99,-0.24,173.6
1,2,14:40,5.14,1.2,30.83,39.65,78.98,1.02,1.02,1.02,-0.25,254.27
1,2,14:50,4.47,2.28,30.95,40.07,53.49,1.25,1.25,1.25,-0.07,119.92
1,2,15:00,6.3,-4.52,30.95,39.69,74.85,1,1,1,-0.27,529.58
1,2,15:10,4.19,3.47,31.03,39.47,58.22,0.99,0.99,0.99,-0.27,222.68
1,2,15:20,2.99,-0.47,31.33,39.71,47.02,0.99,0.99,0.99,-0.22,117.74
1,2,15:30,3.81,2.65,31.54,40.06,69.86,1.01,1.01,1.01,-0.02,143.08
1,2,15:40,4,-5.93,31.67,40.23,72.93,0.99,0.99,0.99,-0.27,177.29
1,2,15:50,3.18,6.45,31.77,40.32,59.83,0.99,0.99,0.99,-0.23,141.13
1,2,16:00,3.89,2.74,31.9,40.38,94.17,0.99,0.99,0.99,-0.21,202.17
1,2,16:10,5.32,-4.75,31.99,40.49,64.24,0.99,0.99,0.99,-0.27,378.31
1,2,16:20,4.39,0.82,32.1,40.37,75.21,0.99,0.99,0.99,-0.28,245.39
1,2,16:30,5.19,0.04,32.08,40.44,73.62,0.99,0.99,0.99,-0.23,359.13
1,2,16:40,3.15,4.01,32.09,40.39,66.15,0.99,0.99,0.99,-0.24,136.85
1,2,16:50,3.9,1.39,32.25,40.5,106.05,0.99,0.99,0.99,-0.24,186.49
1,2,17:00,4.63,1.03,32.36,40.6,94.6,0.99,0.99,0.99,-0.25,310.83
1,2,17:10,4.2,-0.58,32.42,40.61,95.64,0.99,0.99,0.99,-0.26,218.91
1,2,17:20,4.64,1.36,32.49,40.48,110.16,0.99,0.99,0.99,-0.25,272.04
1,2,17:30,4.74,-1.79,32.47,40.52,89.1,0.99,0.99,0.99,-0.24,247.88
1,2,17:40,4.59,3.33,32.61,40.52,99.99,0.99,0.99,0.99,-0.23,297.63
1,2,17:50,5.17,-0.26,32.54,40.62,94.87,0.99,0.99,0.99,-0.26,328.26
1,2,18:00,4.39,-3.98,32.62,40.43,99.25,0.99,0.99,0.99,-0.27,214.36
1,2,18:10,3.95,2.18,32.68,40.59,88.82,0.99,0.99,0.99,-0.23,175.94
1,2,18:20,3.62,3.9,32.63,40.6,81.61,0.99,0.99,0.99,-0.25,173.43
1,2,18:30,4.37,-4.34,32.34,40.42,101.33,0.99,0.99,0.99,-0.24,225.84
1,2,18:40,3.28,2.88,32.1,40.22,82.38,0.99,0.99,0.99,-0.27,149.08
1,2,18:50,3.88,2.65,32.06,40.09,95.69,0.99,0.99,0.99,-0.25,181.18
1,2,19:00,3.04,3.01,31.84,39.96,93.24,0.99,0.99,0.99,-0.23,121.01
1,2,19:10,3.78,-2.02,31.85,39.91,93.95,0.99,0.99,0.99,-0.26,164.86
1,2,19:20,4.05,5.1,31.9,39.86,89.75,0.99,0.99,0.99,-0.25,205.14
1,2,19:30,4.4,-0.93,31.75,39.75,94.76,0.99,0.99,0.99,-0.25,240.6
1,2,19:40,3.65,1.95,31.53,39.51,96.54,0.99,0.99,0.99,-0.24,163.27
1,2,19:50,3.59,-1.91,31.34,39.4,97.56,0.99,0.99,0.99,-0.24,145.8
1,2,20:00,3.11,1.46,31.19,39.31,101.84,0.99,0.99,0.99,-0.24,114.33
1,2,20:10,2.77,-4.28,31.04,39.35,104.53,0.99,0.99,0.99,-0.26,81.1
1,2,20:20,3.16,-0.08,30.94,39.18,97.07,0.99,0.99,0.99,-0.25,100.15
1,2,20:30,2.32,0.44,30.79,39.03,97.07,0.99,0.99,0.99,-0.21,52.99
1,2,20:40,2.21,-0.03,30.63,39.05,97.07,0.99,0.99,0.99,-0.26,48.95
1,2,20:50,1.21,1.14,30.54,39.42,87.68,1.57,1.57,1.57,-0.11,-1.29
1,2,21:00,1.36,-2.7,31.16,41.08,84.49,1.9,1.9,1.9,0,0
1,2,21:10,3.72,-13.52,31.62,41.72,77.5,1.73,1.73,1.73,0.15,21.09
1,2,21:20,5.07,-3.99,31.19,40.74,69.88,0.99,0.99,0.99,-0.26,275.76
1,2,21:30,7.87,-2.82,30.26,39.36,48.71,1,1,1,-0.26,826.09
1,2,21:40,9.69,-1.32,29.83,39.02,33.01,1,1,1,-0.23,1299.46
1,2,21:50,10.98,-1.41,29.53,39.06,30.34,1.03,1.03,1.03,-0.17,1513.79
1,2,22:00,10.63,-3.06,29.35,39.12,28.61,1.01,1.01,1.01,-0.22,1463.25
1,2,22:10,10.22,-2.88,29.12,39.4,16.9,1,1,1,-0.23,1433.66
1,2,22:20,9.84,-2.47,28.89,39.71,12.06,1,1,1,-0.23,1357.32
1,2,22:30,11,1.14,28.68,39.94,7.46,1.03,1.03,1.03,-0.19,1524.53
1,2,22:40,10.89,0.06,28.47,40.09,7.45,1.02,1.02,1.02,-0.23,1518.35
1,2,22:50,11.58,1.53,28.26,40.14,10.8,1.05,1.05,1.05,-0.22,1549.98
1,2,23:00,11.49,-4.98,28.04,40.09,15.04,1.04,1.04,1.04,-0.21,1545.09
1,2,23:10,10.82,-1.22,27.77,40.18,7.52,1.01,1.01,1.01,-0.19,1516.64
1,2,23:20,11.37,1.52,27.55,40.22,7.49,1.04,1.04,1.04,-0.22,1543.12
1,2,23:30,11.98,1.55,27.37,40.29,7.44,1.07,1.07,1.07,-0.19,1549.74
1,2,23:40,11.8,0.19,27.17,40.25,7.42,1.06,1.06,1.06,-0.19,1549.64
1,2,23:50,11.76,-1.88,26.97,40.23,7.42,1.06,1.06,1.06,-0.18,1549.35
1,3,00:00,11.45,-2.16,26.84,40.28,7.42,1.05,1.05,1.05,-0.18,1549.45
1,3,00:10,10.93,-2.96,26.68,40.33,7.42,1.03,1.03,1.03,-0.24,1523.67
1,3,00:20,10.69,-4.61,26.55,40.4,7.42,1.01,1.01,1.01,-0.26,1499.01
1,3,00:30,11.54,-4.08,26.45,40.34,5.63,1.05,1.05,1.05,-0.27,1543.64
